,City,Longitude,Latitude,Temperature,Humidity,Cloudiness,Wind Speed
440,tuatapere,167.68,-46.13,49.693999999999974,80,100,2.82
441,talara,-81.27,-4.58,63.608000000000004,89,39,9.13
442,sinnamary,-52.95,5.38,78.74600000000005,87,89,4.57
443,palmer,-72.33,42.16,77.82799999999997,54,75,0.89
444,la peca,-78.44,-5.61,72.28399999999999,73,40,1.74
445,irbil,44.01,36.19,98.86999999999996,14,13,6.2
446,cukai,103.42,4.25,75.36199999999997,94,20,0.5
447,nome,-165.41,64.5,54.62599999999999,71,75,4.6
448,trat,102.5,12.5,78.98000000000005,82,91,0.69
449,ust-barguzin,108.98,53.45,60.00800000000001,76,95,1.42
450,horn lake,-90.03,34.96,86.95399999999995,83,75,1.5
451,klaksvik,-6.59,62.23,50.26999999999996,100,100,4.6
452,byron bay,153.62,-28.65,58.83800000000005,93,75,4.1
453,saint george,-113.58,37.1,92.67799999999997,26,1,3.1
454,krasnoselkup,82.47,65.7,52.91600000000001,67,31,4.96
455,sambava,50.17,-14.27,68.99000000000002,73,85,8.47
456,west bay,-81.42,19.37,83.56999999999996,83,20,4.96
457,port victoria,33.98,0.09,67.44200000000001,79,80,3.45
458,tarauaca,-70.77,-8.16,78.458,74,55,1.05
459,ponta delgada,-25.67,37.73,66.46999999999997,77,40,2.1
460,mingyue,128.92,43.11,69.24199999999999,75,78,3.11
461,berbera,45.01,10.44,89.41999999999996,45,50,10.93
462,el tigre,-64.25,8.89,78.25999999999999,75,62,1.87
463,berdigestyakh,126.7,62.1,65.10199999999998,92,100,1.33
464,alice springs,133.88,-23.7,52.069999999999965,53,0,3.1
465,ulladulla,150.47,-35.35,50.46799999999999,100,75,0.49
466,menongue,17.69,-14.66,46.86799999999998,55,71,2.09
467,port blair,92.75,11.67,81.40999999999998,80,37,2.01
468,tura,90.22,25.52,74.20999999999998,97,100,1.74
469,pochutla,-96.47,15.74,84.36199999999997,74,75,2.6
470,marathon,-89.77,44.9,80.94200000000001,65,20,4.1
471,moron,-58.62,-34.65,46.47200000000004,68,0,0.45
472,salto,-57.97,-31.38,44.27599999999999,94,98,0.89
473,kavieng,150.8,-2.57,86.05399999999995,70,24,6.32
474,sokoni,39.55,-6.43,77.26999999999995,75,75,9.26
475,broken hill,141.43,-31.95,53.86999999999996,71,43,6.7
476,fortuna,-124.16,40.6,65.31799999999998,72,20,6.7
477,tazovskiy,78.7,67.47,50.09000000000002,71,2,5.11
478,juliaca,-70.13,-15.5,41.306000000000026,42,97,3.28
479,noblesville,-86.01,40.05,81.10399999999996,66,6,0.75
480,chemal,86.0,51.41,61.75399999999995,83,100,3.29
481,muscat,58.59,23.61,95.26999999999995,50,13,2.1
482,nishihara,127.76,26.18,84.39800000000002,89,75,4.6
483,golden,-105.22,39.76,71.95999999999998,44,75,3.6
484,tochio,139.0,37.47,76.26199999999996,90,100,0.23
485,vesoul,5.83,47.58,60.817999999999984,82,0,1.24
486,ginda,78.49,30.69,63.03200000000002,81,12,0.92
487,abay,72.85,49.63,59.26999999999996,82,20,1.0
488,birao,22.79,10.28,72.55399999999995,90,33,2.88
489,iguape,-47.56,-24.71,68.25199999999998,79,0,2.36
490,kirensk,108.11,57.79,58.38800000000005,82,0,1.58
491,mogocha,119.77,53.73,68.88200000000002,78,95,1.21
492,dongsheng,109.98,39.82,67.13599999999997,74,82,6.1
493,bilibino,166.44,68.05,79.50199999999998,48,7,4.78
494,oktyabrskoye,44.74,43.06,69.674,73,20,2.0
495,isabela,121.97,6.71,79.75399999999996,81,89,0.8
496,sidhi,81.88,24.42,79.89800000000002,77,100,1.36
497,itaituba,-55.98,-4.28,80.816,60,99,0.81
498,broome,-75.83,42.25,77.97200000000004,54,1,3.1
499,milak,79.18,28.62,80.97799999999997,77,8,3.81
500,luancheng,114.65,37.88,79.06999999999996,69,78,1.0
501,salta,-65.41,-24.79,39.469999999999956,80,2,3.1
502,batsfjord,29.72,70.63,57.16400000000003,85,18,4.47
503,ichnya,32.39,50.86,56.3,70,56,2.31
504,atasu,71.64,48.68,69.63800000000005,44,42,4.97
505,roma,-75.46,43.21,81.14000000000001,54,1,2.6
506,beira,34.84,-19.84,67.92799999999997,83,74,5.36
507,zyryanskoye,86.63,56.83,56.35399999999996,91,100,2.76
508,kulhudhuffushi,73.07,6.62,82.38200000000002,77,97,7.97
509,nuuk,-51.72,64.18,53.86999999999996,76,97,1.5
510,nador,-2.93,35.17,75.77599999999998,78,0,0.71
511,puerto madryn,-65.04,-42.77,44.582000000000015,60,64,11.89
512,atherton,-2.49,53.52,61.57400000000001,99,100,1.34
513,eden,-79.77,36.49,77.75600000000003,78,75,1.5
514,la plata,-57.95,-34.92,46.94000000000002,60,10,0.45
515,rawson,-65.1,-43.3,43.06999999999996,64,55,9.03
516,sechura,-80.82,-5.56,65.65999999999998,78,10,8.29
517,akyab,92.9,20.15,80.47400000000002,86,0,1.59
518,sola,167.55,-13.88,80.50999999999999,82,85,12.52
519,ruteng,120.47,-8.61,63.89600000000005,75,61,0.99
520,laurel,-76.85,39.1,79.25,94,40,1.87
521,paris,2.35,48.85,66.61400000000003,68,40,1.5
522,flin flon,-101.86,54.77,73.66999999999996,83,75,2.1
523,bosaso,49.18,11.28,88.142,45,15,11.33
524,atar,-13.05,20.52,96.25999999999998,27,0,7.98
525,galway,-9.05,53.27,58.45999999999998,100,75,6.7
526,senanga,23.27,-16.12,49.49600000000005,64,5,2.79
527,vallenar,-70.76,-28.57,55.940000000000026,38,0,1.87
528,kiama,150.87,-34.68,57.38000000000004,82,71,0.45
529,komsomolskiy,71.72,40.43,77.26999999999995,44,38,3.1
530,saint anthony,-93.22,45.02,89.45600000000003,59,40,7.2
531,marawi,124.29,8.0,76.26199999999996,91,63,2.24
532,sergeyevka,67.42,53.88,56.78599999999997,89,100,4.31
533,iralaya,-83.23,15.0,88.06999999999996,70,49,3.1
534,buluang,123.34,13.31,84.90199999999999,70,93,0.8
535,businga,20.88,3.33,70.25,96,14,0.54
536,dingzhou,115.0,38.51,79.06999999999996,69,75,1.0
537,nizhniy odes,54.86,63.64,54.37400000000001,66,0,2.67
538,batemans bay,150.18,-35.72,47.73200000000001,98,98,0.12
539,kamaishi,141.88,39.27,70.06999999999996,100,75,1.0
540,ellsworth,-68.42,44.54,74.91199999999995,81,76,1.95
541,ous,61.52,60.91,51.04399999999997,73,51,1.9
542,road town,-64.62,18.42,84.34399999999997,83,40,5.1
543,aripuana,-60.63,-9.17,83.066,49,78,0.44
544,somerset,-74.55,40.57,78.94399999999997,74,90,1.74
545,dasoguz,59.97,41.84,80.86999999999996,44,45,3.1
546,smithers,-127.17,54.78,62.86999999999996,63,75,3.6
547,boende,20.87,-0.22,73.59800000000003,81,60,0.5
548,terme,36.97,41.21,68.26999999999995,77,75,1.0
549,lebork,17.75,54.54,58.351999999999975,93,38,3.6
550,amiens,2.3,49.9,59.46799999999999,82,63,2.1
551,abasha,42.22,42.21,75.46999999999997,88,75,1.0
552,manaure,-72.44,11.78,84.07400000000001,69,99,8.47
553,qui nhon,109.23,13.77,81.03200000000001,72,86,1.47
554,buchanan,-10.05,5.88,75.46999999999997,100,75,4.72
555,rangoon,96.16,16.81,79.06999999999996,94,40,1.5
556,weymouth,-70.94,42.22,75.88399999999999,69,75,3.1
557,maniitsoq,-52.9,65.42,46.832000000000015,92,100,2.15
558,muskegon,-86.13,43.3,79.71799999999999,54,1,2.1
559,maseru,27.48,-29.32,36.59000000000002,74,0,0.81
560,tupancireta,-53.84,-29.08,49.748000000000026,95,100,5.76
561,srednekolymsk,153.68,67.45,86.46799999999999,28,64,3.29
562,ferkessedougou,-5.2,9.6,73.72400000000002,94,88,2.17
563,honolulu,-157.86,21.31,84.46999999999997,43,40,6.7
564,sokur,83.32,55.21,57.469999999999956,100,90,2.0
565,yanam,82.22,16.73,78.476,87,100,0.73
566,la rioja,-2.5,42.25,64.66999999999996,72,1,1.5
567,nelson bay,152.15,-32.72,56.569999999999965,93,14,4.1
